,experience 1,experience 2,experience 3,experience 4,experience 5,experience 6,experience 7,experience 8,experience 9,experience 10,experience 11,experience 12,experience 13,experience 14,experience 15,experience 16,experience 17,experience 18,experience 19,experience 20,experience 21,experience 22,experience 23,experience 24,experience 25,std,mean,median
gene 263,172.88394,133.40035,107.57809,216.35565,216.85499,121.16421,232.69522,171.79357,201.58609,179.21208,271.05785,154.89134,122.40992,218.12964,204.58504,195.06659,166.64950,162.27219,197.75604,169.67908,194.07076,197.36571,221.17995,172.47117,202.98508,37.25834,184.16376,194.07076
gene 264,1540.33104,1437.45342,1415.92127,1194.30708,984.86250,1724.23731,1306.01248,1760.80507,1054.35710,1479.23280,1473.05928,1401.48479,1769.89890,1420.81396,1381.78324,845.18088,1505.24976,1126.37582,1488.88157,1548.68121,2020.50036,1585.55674,1490.73752,1655.86606,1156.19074,260.89176,1430.71124,1473.05928
gene 265,1170.17132,1909.69042,1290.51694,1527.80934,1051.51431,1306.93959,603.11476,1209.14857,1689.71521,1208.28862,1522.10585,1459.30914,1491.95884,1594.07394,1119.86525,1682.75029,998.94547,1390.70402,1144.05348,1431.37533,1460.25739,1430.31064,708.06957,1700.20418,1576.74591,299.88649,1347.10554,1430.31064
gene 266,353.63204,524.05966,467.29715,302.36790,734.85653,575.49105,616.13104,481.85990,586.19454,382.50880,635.57232,557.66392,610.76314,475.12060,546.13197,297.89543,527.20185,531.70228,710.02980,465.58411,670.77309,697.82080,670.07142,446.11534,467.61855,119.32554,533.37853,531.70228
gene 267,2456.70986,1794.43631,1193.37098,2250.73640,2042.05558,1296.79058,1870.88854,1791.07179,1125.41829,1720.22738,1635.09969,1967.97951,1418.92056,1346.34210,1217.36321,1428.47118,2024.95868,1834.14436,2558.32735,1741.59799,2058.83107,1890.40147,1436.68667,1759.86444,1668.57094,370.64830,1741.17060,1759.86444
gene 268,1881.08125,1686.00334,1984.64663,1878.50946,1495.54422,2047.92493,2255.08326,1914.43654,1517.77079,1103.47783,2009.80673,2006.49049,1452.88545,1673.46192,1594.05350,2522.04958,2181.14177,2045.73678,1984.77618,2208.46706,1855.14399,1646.51027,2389.44485,2078.75052,2133.35099,315.97623,1901.86193,1984.64663
gene 269,1620.17075,1746.29423,1223.26665,1522.60548,1895.23136,1393.82550,1871.95083,1175.29264,1857.09732,1411.83410,1645.86330,1320.26558,1381.49069,1838.53448,1519.03222,1159.34786,1189.31152,1566.35635,1414.06440,1440.14274,1439.86043,1251.45149,1560.42266,1630.97914,1832.06751,227.95915,1516.27037,1519.03222
gene 270,732.55833,1259.76757,1107.85331,884.10441,1136.15874,801.26159,1102.32939,756.55066,965.45912,967.92553,1202.04577,712.73604,1026.08565,618.06009,972.51488,824.02374,758.03047,1170.76217,928.67877,535.72566,1176.14506,460.58325,1018.11205,892.34239,958.21908,207.32025,918.72135,958.21908
gene 271,762.68440,571.78118,654.43579,493.64462,617.91205,873.81556,515.39443,629.05647,613.59361,645.44163,636.88633,907.28636,518.03393,797.32386,671.91419,780.87799,691.50964,608.98490,765.16941,434.30144,801.39530,684.57286,903.58763,606.52359,490.89815,127.89578,667.08101,645.44163
gene 272,2000.63617,1480.43845,1466.19740,2060.76608,1570.19500,1872.43282,1935.66995,1840.91596,2121.26779,1868.88393,1815.04522,1741.96363,1954.52690,1451.40050,1749.09007,1757.89133,2153.51610,1241.86341,2275.09629,1603.44533,1773.83454,1654.02309,1565.57144,731.04603,2147.47171,325.45260,1753.32757,1773.83454
gene 273,510.57134,730.53947,483.45204,634.24758,785.19305,671.05292,540.25229,564.79502,580.91839,318.81963,425.43480,694.68612,899.77616,635.93558,560.72962,532.74885,448.84361,798.30974,658.51310,751.32282,736.02562,476.83324,435.42668,669.27809,424.41268,139.26665,598.72474,580.91839
gene 274,1954.33950,1755.75109,1711.15831,1868.30256,1181.01962,1504.84090,1521.09225,1520.68901,1782.05903,1234.44250,1773.14381,1899.87491,2029.26340,1906.82828,1937.96536,1905.57484,2395.50174,1463.57224,3135.02049,1591.38013,1441.97246,1213.45886,2174.03352,1828.76617,1614.64190,400.65724,1773.78772,1773.14381
gene 275,2044.25658,2530.81278,2221.64967,2150.74215,1279.39085,2202.99127,1982.48586,2442.53915,1794.95215,1412.72275,2383.35561,1987.94839,1703.37448,1380.61379,1793.84727,1827.73231,1471.67301,2160.44437,1403.11703,1732.65307,2656.72893,2531.36032,1655.56341,1474.59505,2100.39816,396.43265,1933.03794,1982.48586
gene 276,698.00090,651.15235,1019.04378,956.02354,929.91827,646.07853,882.59353,1216.06226,1029.73768,832.34479,841.65418,635.82168,697.81124,997.65474,1314.54760,1001.96089,1102.59162,959.41166,685.83447,503.15452,737.99636,791.75010,779.61570,631.89519,798.49404,194.08478,853.64598,832.34479
gene 277,510.64008,555.81361,553.19471,407.92578,238.70142,387.25847,552.90391,310.47764,445.22267,554.63501,399.71327,430.71963,424.69425,463.83104,547.36107,517.16216,460.02789,476.19587,444.18019,355.35006,411.59948,474.08678,474.00356,399.69642,500.35592,77.97909,451.83004,460.02789
gene 278,497.53284,767.07816,673.17976,723.83805,743.02279,455.53173,812.68588,413.91509,539.40196,644.84628,625.25840,625.07010,708.30826,700.72524,684.09111,693.42683,864.58540,416.27783,794.25917,736.15018,793.81377,729.73616,776.00304,772.06941,845.83203,125.61075,681.46558,708.30826
gene 279,1731.82548,2116.86292,1380.23660,1960.04913,1847.78892,1852.78507,2230.42509,2326.93870,2145.82011,1773.38822,2137.82021,2195.93517,2382.71624,1176.09694,1623.58094,1449.93893,1555.55914,1621.94840,874.27294,1912.84844,1414.37221,1870.22691,1933.52310,2220.67035,1727.45366,366.32283,1818.52335,1852.78507
gene 280,705.04274,592.04648,409.08804,583.55695,457.26856,569.08323,477.13984,607.09315,654.85836,656.07232,691.99408,695.22969,648.70754,736.27841,615.80492,404.49258,629.03780,388.24149,689.92780,797.28623,516.54054,651.81897,533.82236,623.70972,654.27500,105.37871,599.53667,623.70972
gene 281,843.67391,1312.61884,956.00326,1403.12164,1424.35633,1154.67575,1024.04693,1278.69180,1033.44323,1072.23602,1262.06824,757.33385,1339.36863,884.37793,903.60626,1143.46882,1453.64278,1258.58777,1132.40454,1022.26603,1138.45215,1432.56394,1072.52595,1028.02477,1468.61285,200.61275,1152.00689,1138.45215
gene 282,283.97907,243.55792,449.57963,321.67820,286.58207,301.42086,443.11111,342.94657,371.87125,283.75920,467.18340,453.60028,264.13678,301.14262,297.96015,224.44072,295.34505,348.01203,359.85363,338.61173,440.91324,483.09638,294.15360,302.52455,409.62528,73.86568,344.36341,321.67820
gene 283,310.78028,289.75274,274.32558,223.63920,147.06215,267.64761,315.87163,306.75214,342.64314,210.13004,380.81258,293.46716,230.99471,300.25536,187.56989,228.12165,205.44446,281.59062,241.01730,198.22283,249.95333,244.98861,209.06575,227.30295,233.62143,52.45256,256.04133,244.98861
gene 284,28.73547,22.20498,19.59817,15.95136,22.37933,22.43564,19.15472,21.86771,23.72193,18.64248,27.23415,14.87136,23.10106,24.21572,22.83684,20.77174,15.73613,22.76501,20.60033,22.45132,19.63114,24.07155,21.09160,19.95507,13.51236,3.49710,21.10149,21.86771
gene 285,1474.00694,1098.37088,1222.51694,1563.27602,1518.17797,1254.65522,1680.01167,1162.24677,1172.05898,1051.58989,1021.33127,956.30707,1121.73391,1003.96599,1117.63858,1277.91675,796.08552,1156.87316,1550.11033,1284.84478,1270.49187,1475.52080,1525.98416,1207.91488,1153.63988,215.37683,1244.69081,1207.91488
gene 286,119.57346,93.37992,116.21131,117.28867,86.52309,120.94634,111.15684,100.43345,78.45979,75.92292,105.05502,122.80245,93.53454,118.13630,91.29066,120.32104,106.56621,63.28231,107.76296,113.20088,75.44676,121.33373,91.25428,110.80522,88.93944,16.83245,101.98510,106.56621
gene 287,2102.67596,2028.19417,1981.29122,1185.22601,1155.43316,1400.10579,1351.53338,1578.43371,2010.89778,1663.80097,1417.69070,1795.13056,2242.44683,1899.00532,2258.24024,1450.85301,1249.84033,1178.51048,1643.12859,1458.48777,1852.67699,1588.92695,2106.53601,2063.18732,1677.98799,340.55207,1693.60965,1663.80097
gene 288,623.89170,819.92877,690.52292,648.78003,730.17988,713.10067,731.03656,706.48581,555.36403,770.47133,688.31203,857.20003,729.12771,932.91234,486.33905,663.66579,673.16201,875.29977,832.26509,586.81241,744.01209,967.71654,672.97011,706.86420,955.74588,118.25293,734.48667,713.10067
gene 289,1734.09719,2127.90633,1662.09439,1504.57231,1444.84932,1753.79583,1504.63061,1827.49258,2336.91895,2455.60092,1505.15039,2013.20792,1911.49378,1272.21575,1518.09771,2211.54130,1988.69641,2123.65468,1456.91958,1461.48088,2121.50037,2579.15846,1574.11787,2207.26651,1628.47432,353.26680,1836.99737,1753.79583
gene 290,1100.46390,1201.83329,1222.33519,1381.72856,1393.26352,1473.47730,1328.44337,1005.40451,1467.69847,865.59264,1868.42824,1054.10160,950.71350,1392.45928,1696.81850,948.20263,1216.86218,1627.69206,1505.87286,1506.32490,934.68121,1284.45225,1634.61803,1597.70463,1489.26132,264.82308,1325.93736,1381.72856
gene 291,859.78332,938.71160,721.42424,958.73746,584.86590,864.93764,980.29989,819.50759,651.12534,962.67986,635.38611,792.57906,710.93616,546.38814,903.84473,671.97541,697.32549,597.32747,540.30996,584.85138,797.57931,909.57408,786.00420,819.53838,769.88623,135.59126,764.22316,786.00420
gene 292,455.44673,711.17131,497.21401,376.37311,479.68411,424.47655,360.59754,613.73172,524.96426,720.93541,545.97327,509.61549,434.45784,561.30468,629.04922,426.97266,461.05097,588.49901,392.70545,505.63776,601.39048,569.39242,581.50635,284.11584,394.55002,106.11014,506.03265,505.63776
gene 293,2371.37255,2340.02728,1741.44635,1836.09561,1305.05262,1376.48099,2435.76995,1320.29006,1882.24923,1851.62678,1602.66768,1493.11334,1773.41830,2466.56313,2482.55013,1654.33880,2124.85449,1334.09487,1798.13311,1776.25153,1893.41961,2303.16562,2191.63306,1835.40013,1665.29937,367.49438,1874.21258,1835.40013
gene 294,1592.37426,1699.43729,1625.83842,2601.57872,1261.75811,1890.09159,1789.57631,2027.56121,1569.20340,1729.58876,1285.65613,1515.95305,1256.60260,1303.79329,1454.59503,1863.04882,1879.46522,1263.23814,1739.61922,1197.80152,661.42046,900.79439,1451.20709,1601.81587,1412.22907,377.85571,1542.96992,1569.20340
gene 295,115.66052,129.59207,107.42193,113.14179,100.18795,110.72575,125.28740,90.32275,122.64203,95.10556,91.43888,168.28457,128.19825,117.00995,112.09595,86.55438,122.30321,84.03673,107.16593,134.61566,129.74180,110.16812,162.34799,116.71369,124.81244,20.07349,116.22301,115.66052
gene 296,1196.45646,1370.15383,1009.76417,1596.57689,1315.90366,1149.57706,1043.69548,1288.02932,1565.08735,1338.74356,944.96730,1007.55544,721.64609,1554.30072,1153.90974,1243.08728,1661.80443,1190.31533,1201.55517,1265.91784,1575.50281,957.56282,927.81847,1427.69562,1399.82020,238.14391,1244.29788,1243.08728
gene 297,484.69985,756.28158,1278.70608,1140.85371,957.64816,887.27794,992.45988,864.45077,790.73084,1229.94698,1226.34299,976.13864,745.60335,779.41941,1162.16754,1030.60915,1080.65050,785.59117,983.55071,964.72641,1006.10872,831.99498,899.44174,1219.21239,1169.77785,188.77127,969.77565,976.13864
gene 298,1836.55848,2888.72815,2106.60406,2247.82613,2325.54333,1909.35857,1188.25824,1518.31006,1694.16594,2069.83024,2082.99132,2047.64732,2705.62024,1520.38252,1932.33090,1330.36507,2277.84030,1116.62781,1729.07673,2012.14584,2053.99458,1717.29596,1868.42364,1970.03671,2004.15157,403.92226,1926.16455,1970.03671
gene 299,1371.62571,1473.97042,1089.00777,1120.78592,1215.40040,949.97985,1650.23587,923.22389,1434.53602,947.42667,1217.52276,1257.91734,791.35273,1145.68995,913.46697,1034.20559,1463.71177,1379.42295,1000.25794,1251.90311,1280.62100,1744.46058,1218.36526,1291.29704,893.69696,238.05721,1202.40338,1217.52276
gene 300,224.58767,423.33763,242.56164,290.96764,372.76435,409.84312,291.57807,261.60500,291.34876,348.82857,374.20374,359.80011,331.41788,293.50355,379.02271,317.15180,296.26056,293.29554,379.70928,411.67681,247.19376,306.83720,453.30941,335.56169,424.27204,61.51359,334.42554,331.41788
gene 301,855.27088,877.38199,1010.32159,718.84526,767.89425,610.32345,797.02535,631.41916,749.43204,723.38772,1024.09831,805.71365,953.33537,698.37891,1056.76358,459.56807,904.14908,873.67045,631.66605,877.81155,1011.31054,716.48829,536.42716,676.41758,849.83691,153.33856,792.67749,797.02535
gene 302,641.82511,633.52514,718.78156,384.76212,539.12117,565.06412,748.85507,421.99557,442.31006,659.74453,623.54393,807.64661,596.88838,382.26968,430.90553,456.68256,498.27204,535.71296,492.58082,561.89024,584.57962,653.23027,798.82329,457.86901,567.37257,119.45670,568.17008,565.06412
gene 303,669.46575,565.63705,651.25332,699.68331,671.48016,750.11412,481.00094,474.21354,507.77474,795.51317,554.81448,456.13251,424.73330,583.86766,293.96168,748.07950,520.50060,609.92423,597.79048,683.95630,678.31593,539.76672,500.69609,691.62235,306.88211,127.72694,578.28720,583.86766
gene 304,786.56075,1011.98026,951.67722,536.94392,745.56041,711.75966,885.87391,690.48699,779.40511,846.17242,887.99843,927.09404,444.08945,889.03747,798.80118,1004.31499,781.82225,922.84007,831.50770,953.18553,742.45116,1054.40866,978.07401,758.32846,740.15875,141.09952,826.42131,831.50770
gene 305,239.17721,172.90457,149.89954,205.61653,154.30107,162.80752,176.74558,181.88013,151.15130,212.51790,227.21422,188.81142,194.48969,166.86054,154.35159,195.01587,163.08284,258.83789,161.53505,224.03504,169.40919,211.91839,121.94162,241.85252,209.93687,33.47305,187.85176,181.88013
gene 306,231.93145,260.11890,232.86454,148.59366,291.85778,179.98713,281.39342,252.61165,253.37995,309.14618,250.38247,228.05942,134.22420,305.14757,245.16378,215.45651,258.70164,168.96341,302.11736,270.03549,167.22836,204.98567,241.05799,355.09293,192.83638,53.08403,239.25351,245.16378
gene 307,1567.00922,1619.77729,2120.14465,1605.61772,1674.75880,1186.55725,1608.17363,1423.41251,1872.27222,1594.66283,1705.04617,1154.65940,1734.52602,1540.28778,1479.52898,1258.81756,1244.41745,1836.31361,2114.62949,2274.19402,1745.15888,1778.06541,1129.24482,1426.09880,1382.03174,294.58566,1603.01625,1605.61772
gene 308,898.90437,416.23137,691.71917,439.09205,778.97343,773.15725,497.08467,664.92521,582.07713,715.33209,812.77756,514.27804,691.42921,627.88914,657.02020,588.11168,674.44252,694.48184,608.49784,632.88195,777.91099,351.69955,455.45448,571.52614,589.21248,130.21152,628.20441,632.88195
gene 309,1907.44028,1525.94504,2095.32739,1920.76970,1830.22488,2081.58041,1596.54736,2023.37056,1823.89110,1470.70114,1700.56484,1702.45052,2035.95265,1587.83629,2385.23609,2630.49249,2017.45139,2236.89843,1813.17864,1616.85123,2016.38356,1923.59223,2435.77715,2031.22030,2383.68243,295.16195,1951.73464,1923.59223
gene 310,774.66092,666.12797,866.61062,980.82470,815.34587,1105.18602,885.16273,1205.94302,949.24883,938.80611,904.25340,1032.67476,695.61865,885.19795,1093.65902,998.51470,1307.36170,873.10920,769.26719,938.40824,665.78052,845.39719,798.25652,1041.93715,1026.62846,156.04833,922.55926,904.25340
gene 311,667.00309,437.94699,599.94627,552.83959,651.34000,649.75375,588.72209,565.15339,557.39428,677.15676,700.53028,485.96176,402.53656,860.39174,659.58146,752.24156,698.58486,681.03846,751.33424,470.57536,410.17477,532.68629,634.02825,730.06464,765.85444,116.03288,619.31364,649.75375
gene 312,458.26784,1055.66909,1403.74373,758.25095,1420.51509,717.73914,880.02014,1016.75371,993.81453,957.29381,1027.48125,776.07041,1039.43641,1103.24312,803.82096,937.37308,1242.78989,892.13625,1344.88031,653.75665,955.06489,1073.59661,845.16886,1086.23566,912.47517,222.34141,974.22390,957.29381
gene 313,1375.32390,1639.13026,1275.55645,1339.63661,1073.85914,1108.35911,1324.01361,1427.88104,1408.35579,1513.10705,1381.30808,1297.15132,1117.41800,734.42224,955.96822,1092.75083,1247.04034,1221.90276,1366.15881,1107.14795,1457.96945,1273.12922,1760.49602,1443.89559,1477.84407,214.12426,1296.79303,1324.01361
gene 314,402.94682,495.04744,419.50463,445.61108,388.96081,478.60568,497.71494,532.64259,472.50474,373.26228,376.44787,659.05530,435.15670,400.58714,482.34206,363.60278,215.17200,625.91176,627.61305,537.12348,643.17406,477.95887,551.27558,454.78550,493.54944,99.31729,474.02226,477.95887
gene 315,838.24704,950.43925,896.05474,934.44430,894.81276,1084.98037,1017.09758,1014.69169,740.07646,876.48195,614.65241,981.26393,792.52968,903.95498,833.78151,786.12211,992.20296,1141.57799,662.76487,682.28880,902.41467,811.95646,1207.07856,991.28910,949.90026,140.73562,900.04418,902.41467
gene 316,783.82275,831.46757,1048.11787,914.34505,927.95722,909.63102,1006.00406,594.50645,1010.57991,1114.36998,680.17349,723.53701,522.37537,983.61340,786.96901,856.83399,829.79602,1086.34858,935.02230,1072.18248,780.99722,804.93628,992.57230,1087.54190,909.24906,152.50373,887.71801,909.63102
gene 317,2131.88331,1495.83680,2340.42229,1910.25357,1960.51184,1684.15294,1712.78845,1648.12542,1895.78657,1735.10144,2484.37492,2708.55142,2101.62556,1662.33518,2232.84217,1731.55043,2137.96635,2143.16705,2334.57080,2062.88169,1765.26394,1226.07286,2014.96237,2021.73926,1785.96375,321.34423,1957.14922,1960.51184
gene 318,706.17556,715.99090,853.67647,483.31485,718.60588,590.88041,822.75679,586.17939,696.28291,619.97667,599.22110,753.45927,845.19923,653.30775,640.68664,690.87876,618.32685,724.16540,671.13329,761.29439,731.66525,765.97323,632.64264,605.47389,620.01633,86.79561,684.29135,690.87876
gene 319,605.93038,456.05844,929.52415,512.55342,647.05980,555.24023,604.76242,963.57039,669.63213,736.55664,819.27156,470.69721,692.23662,680.36190,951.12748,710.47541,538.19087,767.02077,711.81359,540.63889,836.49223,1094.98458,698.09704,654.73844,838.69165,160.23942,707.42905,692.23662
gene 320,1555.76208,1964.51784,1768.71108,1381.92600,1709.59912,1935.85645,1499.85905,1454.89185,1529.16924,1165.73813,1949.88483,1676.43192,1857.55141,862.59926,1785.62314,1981.15571,1750.74636,1427.32770,1666.07574,1591.00982,2423.16195,826.69337,1578.84663,1478.98946,1125.01799,349.37709,1597.88585,1591.00982
gene 321,841.13413,601.99516,742.54142,660.64926,652.06935,579.97781,490.50447,736.90825,774.09446,751.78463,635.28144,817.86630,606.00160,809.80301,819.50527,514.24773,718.73393,828.27832,579.10295,751.67171,771.63861,726.49855,781.00853,724.05844,824.15731,100.19060,709.58051,736.90825
gene 322,223.21463,172.29567,159.19623,177.38177,191.32564,236.95462,204.71975,222.08078,183.40037,167.30122,193.98195,134.12171,199.29649,138.91497,156.86869,180.45732,210.62221,128.75778,180.13941,112.87362,140.01979,111.25478,165.21018,138.37135,176.03439,33.48205,172.19181,176.03439
gene 323,2194.67025,2134.86891,2055.35390,1996.81532,1894.38304,1904.24301,1994.55881,1417.61599,1797.31792,2069.35595,1898.20314,1616.44343,1669.20872,1842.01129,1893.47820,2153.45589,1533.09175,1176.06380,2455.96265,2395.06472,1497.41653,1173.43302,1591.07179,1361.69122,1899.99392,334.89055,1824.63093,1894.38304
gene 324,1003.01225,1381.82043,1079.45563,1428.66441,1274.22213,1767.49232,951.21658,1996.69883,624.55146,1254.56054,1061.42075,1133.96491,1450.74650,1054.47877,1350.31033,1012.26801,1307.06371,1495.88958,1137.40911,1328.51369,1253.23354,1255.22536,1258.74848,1310.18907,1261.78569,262.68134,1257.31768,1258.74848
gene 325,1451.37107,1984.21636,2195.88787,1718.37203,1340.13764,2126.95884,883.88184,1575.64149,1869.21573,957.95229,1641.88898,1833.53928,1899.58980,2738.37819,1980.11690,2761.33162,1849.85508,2213.34004,1770.58361,2626.16467,2496.20546,2271.65319,2147.15979,1811.36889,2077.10965,467.33286,1928.87681,1899.58980
gene 326,1145.49399,1160.31585,1290.88485,1266.78635,1165.82191,1429.48777,1564.38261,1541.02327,1538.58344,1446.55129,1455.80467,1239.04712,1713.58896,1057.50047,1365.85889,1087.99202,1331.41970,1099.48931,1393.16986,1656.69345,1176.99888,1044.14121,1409.26278,1523.80464,1414.14219,188.05802,1340.72982,1365.85889
gene 327,413.44765,363.72817,506.57589,529.82421,377.24471,320.89736,412.94691,423.75801,237.30773,391.53738,503.73181,428.51078,642.49243,581.34555,541.88156,325.36759,460.11031,264.75342,430.34204,341.71669,310.28325,380.71584,454.85079,684.83199,544.60311,109.89793,434.91221,423.75801
gene 328,1685.07888,1877.93407,955.76760,1556.49255,1529.21761,1665.39780,1758.28466,1244.10343,1487.94310,1691.13571,1217.09227,1704.78708,1079.66086,1270.41548,1453.12786,1006.36392,1381.95803,1714.70381,1451.67799,1223.23375,1085.27893,1159.23571,1522.55101,1771.50750,1126.06956,266.11265,1424.76077,1453.12786
gene 329,761.79497,678.87826,453.37553,573.52007,592.89741,379.82598,826.76071,747.14271,553.87183,618.83104,645.78686,697.06504,366.40348,662.07692,547.35486,481.41031,815.86382,650.66812,639.89765,691.14015,744.53746,501.03960,369.35911,485.18143,503.39911,131.28682,599.52330,618.83104
gene 330,491.06169,929.04295,838.58968,736.95539,891.12317,771.08796,549.55571,744.23967,632.69124,540.10182,967.21277,975.03704,955.22069,914.57366,849.78946,977.50180,696.30249,746.73638,982.17235,825.87417,656.17915,989.84610,606.46604,893.23947,649.34366,153.55095,792.39778,825.87417
gene 331,2198.87081,1362.05707,2447.88258,1458.49153,2004.19011,2333.34758,1876.86603,1732.76278,1459.50979,2125.73468,2210.87577,1710.78481,2211.89300,1926.31798,2222.01523,2194.97393,2011.06037,2657.23192,1599.07448,1177.05742,1928.71382,1994.89167,2269.79635,1557.88997,1876.29737,356.99874,1941.94348,1994.89167
gene 332,1186.50041,1077.11290,1402.14396,1141.81809,1007.53599,1283.16673,1423.34668,1352.21082,1224.25396,652.63915,1359.41135,1176.83793,1006.15485,1211.49389,1247.22454,697.54460,1004.67365,1453.58743,1064.77436,899.74573,1128.82759,1731.13950,882.18820,1079.75819,843.68340,240.83638,1141.51096,1141.81809
gene 333,165.06172,181.26217,163.05760,134.24649,156.59709,113.05365,127.55754,116.42842,125.82039,142.19054,143.02744,140.01268,174.71226,156.86949,151.99828,98.51702,126.71090,130.31947,115.35510,126.72241,87.21217,146.76249,143.43422,96.26093,145.98419,23.40407,136.36699,140.01268
gene 334,779.55955,711.10514,822.35680,1106.09202,1096.50894,821.93161,995.74416,1247.62643,1012.56918,1081.22979,1086.66046,1309.11030,1025.85920,1181.87329,1133.38883,1698.32431,929.02861,1118.41599,1165.87837,1093.67783,1112.39575,1023.33031,1090.25358,1385.95004,841.48018,203.67311,1074.81403,1090.25358
gene 335,1198.23111,1373.20204,1596.20561,1518.33730,962.49323,1798.63584,467.52682,1158.92570,1733.70436,1741.69601,1624.51978,1840.00137,1864.74100,1955.80161,1223.89412,1958.33755,1324.20888,1508.23919,1235.66729,1451.39575,1701.81468,1919.27440,2246.64636,1336.65478,1817.13902,374.60126,1542.29175,1596.20561
gene 336,150.96077,147.48125,192.12666,133.01728,120.49805,98.29901,159.62253,93.49042,129.44690,166.59120,154.44190,158.08194,111.15609,114.67705,147.58136,119.91235,141.41755,159.50150,156.88099,169.24169,164.06567,162.51990,156.99204,137.51859,113.54814,23.96782,142.36283,147.58136
gene 337,2507.80488,1880.98958,2195.01848,1606.01004,2440.31011,2676.67764,2496.64053,1926.08623,2324.64795,1718.94938,2168.73627,1993.57698,1950.39203,2160.15995,1795.11228,1957.13268,1989.50651,1381.90279,2346.90638,1826.23776,2043.46459,1626.77247,2535.83386,1914.67037,1425.62377,341.79293,2035.56654,1989.50651
gene 338,704.29968,414.76006,568.05495,774.38719,725.70625,665.52924,550.51518,472.49526,640.38495,875.11818,629.91868,738.22264,587.75813,463.74880,502.43976,683.95101,580.78720,621.54059,824.56812,578.00108,670.93359,645.99737,660.00909,495.02994,641.01363,110.04836,628.60682,640.38495
gene 339,1802.86238,2260.09428,1392.14165,2177.24123,1393.67502,2117.77226,1764.79325,1575.16831,1661.46816,1665.26452,1650.02411,1192.53637,2157.96782,1464.88036,2398.74448,1550.27493,2016.65470,1775.25369,1007.16984,1887.72578,2141.59430,2138.61882,1867.25818,1661.62652,1090.54521,364.08977,1752.45425,1764.79325
gene 340,1112.45901,1660.20842,1248.27865,2238.55937,1340.31741,1418.24498,1109.04834,1827.23571,1321.40756,1544.80525,1151.06159,1538.41339,1052.60665,1478.08524,1374.91230,1026.06243,1631.54305,1382.74551,1630.33851,1480.93962,703.43315,1257.01392,1515.24284,1132.07853,1267.15534,298.83853,1377.68787,1374.91230
gene 341,508.53391,666.10535,620.38481,389.01744,717.83274,621.86021,361.76579,575.48614,520.30180,539.40953,428.80404,460.85569,699.12002,507.10022,463.75814,582.22336,637.53500,400.45479,564.95574,567.73542,420.18591,696.91677,466.09024,697.48481,494.44663,104.25778,544.33458,539.40953
gene 342,1296.47667,963.62480,1389.07543,962.62160,1215.08850,1204.48621,1370.58302,1097.17195,1284.12856,1309.96763,1197.23663,1499.76537,1243.28782,1040.77482,1372.05705,1124.88382,1312.93004,1515.47264,1596.87876,1255.02951,1396.93634,1000.08554,1246.05791,1089.63044,1298.66585,164.73962,1251.31668,1255.02951
gene 343,452.64751,244.82536,285.11876,340.57992,510.95463,421.22009,435.14715,313.00732,222.49851,304.53394,298.76408,408.92052,355.80172,338.04501,444.80162,459.49165,413.40895,531.45814,304.12929,344.85092,287.67189,320.10479,476.07048,359.61319,490.87570,83.82105,374.58165,355.80172
gene 344,2030.06810,1946.45590,1323.59797,1976.78140,2032.91173,1563.94693,1425.63923,1672.12522,2256.34705,2394.75454,1809.16525,1130.46668,1755.18771,1580.04639,2860.83698,1676.95080,1953.74179,1471.69848,1574.28378,1989.19678,2651.23060,1815.37046,2292.84083,1324.41350,2406.20485,421.10715,1876.57052,1815.37046
gene 345,2470.15631,1729.22442,1883.88438,1613.88454,2139.64327,996.69599,2062.77057,1916.83233,2201.52387,1273.36544,2558.73603,1298.63479,1876.07473,1547.28996,1407.15728,1967.44016,1934.11682,1226.92739,2264.31624,2215.67372,2001.91436,1848.01072,1905.28165,1952.54942,1353.03349,392.53566,1825.80552,1905.28165
gene 346,1339.31550,1123.70956,638.47463,1131.47653,1360.62930,1316.67647,1246.11326,1140.35390,1115.63826,1432.25747,1026.10202,1272.95610,1619.79329,1047.29286,1484.62954,1254.79208,810.89099,1150.40787,1111.94904,1142.01200,1380.38427,1183.27497,1706.84428,1409.76802,1381.95112,225.82435,1233.10773,1246.11326
gene 347,1334.21769,1022.88536,863.87456,1470.90279,1389.83349,963.65628,1214.45106,1438.68117,947.85526,1383.29291,989.36987,1285.53580,1234.37832,957.82697,982.57258,1286.72841,975.92220,1538.33579,1242.44202,1051.17851,1408.70695,902.73145,1630.10571,1411.48704,1469.89063,224.95538,1215.87451,1242.44202
gene 348,1199.66930,2295.95335,1168.19957,1267.20431,1372.92864,1627.56531,2182.75737,1280.26275,1240.03125,1741.83788,1572.07468,1568.66484,810.47262,1557.42660,1380.84877,1633.50143,1548.57701,1679.90175,1930.08099,1398.03007,1077.25462,1227.60825,1235.07059,962.61748,1254.02698,341.63172,1448.50266,1380.84877
gene 349,1129.51860,1152.55103,1109.00814,1069.43504,1091.82529,650.62001,1103.25162,1281.97280,1214.62612,1065.33006,1426.80110,969.19150,1164.11878,1057.86979,1035.97595,1218.76606,1162.74932,1215.72354,809.13129,812.03159,1441.93881,1313.28528,1173.14328,1276.63047,844.28728,184.17108,1111.59131,1129.51860
